seq,fid,cam,tid,layer,want,actual,actual_outcome,E1_choice,E1_outcome,E1_want_score,E2_choice,E2_outcome,E2_want_score,E3_choice,E3_outcome,E3_want_score
seq_020,4155,camera_2,26,OK,7,7,對,7,對,3.614,7,對,2.42,7,對,3.614
seq_020,4185,camera_1,21,L2_not_in_candidates,7,,開新,,開新,,,開新,-2.427,,開新,-1.233
seq_020,4190,camera_4,20,OK,7,7,對,7,對,4.307,7,對,3.113,7,對,4.307
seq_020,4190,camera_5,61,L1_ghost,,49,錯,,開新,,49,錯,,49,錯,
seq_020,4200,camera_2,27,OK,7,7,對,7,對,3.614,7,對,2.42,7,對,3.614
seq_020,4200,camera_5,62,L3_not_top1,7,49,錯,49,錯,,49,錯,-0.271,49,錯,0.923
seq_020,4215,camera_1,22,L2_not_in_candidates,7,,開新,,開新,,,開新,-2.43,,開新,-1.236
seq_020,4225,camera_3,47,L2_not_in_candidates,51,7,錯,7,錯,,7,錯,,7,錯,
seq_020,4225,camera_5,63,L3_not_top1,48,49,錯,49,錯,,49,錯,-2.642,49,錯,-1.448
seq_020,4240,camera_2,28,OK,7,7,對,7,對,3.391,7,對,2.197,7,對,3.391
seq_020,4270,camera_4,21,L3_not_top1,46,7,錯,7,錯,,7,錯,-2.834,7,錯,-1.64
seq_020,4275,camera_2,29,L3_not_top1,49,7,錯,7,錯,,7,錯,-2.413,7,錯,-1.219
seq_020,4280,camera_5,64,L1_ghost,,48,錯,,開新,,,開新,,7,錯,
seq_020,4285,camera_5,65,L3_not_top1,7,48,錯,48,錯,,48,錯,0.224,48,錯,1.418
seq_020,4285,camera_5,66,L1_ghost,,48,錯,,開新,,,開新,,,開新,
seq_020,4310,camera_3,48,OK,7,7,對,7,對,3.391,7,對,2.197,7,對,3.391
seq_020,4315,camera_1,23,L2_not_in_candidates,50,,開新,,開新,,,開新,,,開新,
seq_020,4320,camera_4,22,OK,7,7,對,7,對,3.391,7,對,2.197,7,對,3.391
seq_020,4320,camera_5,67,L3_not_top1,7,48,錯,48,錯,,48,錯,-0.537,48,錯,0.657
seq_020,4325,camera_3,49,L1_ghost,,7,錯,,開新,,,開新,,7,錯,
seq_020,4350,camera_2,30,OK,7,7,對,7,對,3.391,7,對,2.197,7,對,3.391
seq_020,4350,camera_2,31,OK,7,7,對,7,對,3.391,7,對,2.927,7,對,4.121
seq_020,4360,camera_4,23,L3_not_top1,49,7,錯,7,錯,,7,錯,-2.63,7,錯,-1.437
seq_020,4365,camera_5,68,L1_ghost,,7,錯,,開新,,48,錯,,48,錯,
seq_020,4385,camera_1,24,L2_not_in_candidates,7,,開新,,開新,,51,錯,-2.427,51,錯,-1.233
seq_020,4385,camera_5,69,OK,7,7,對,7,對,3.391,7,對,2.197,7,對,3.391
seq_020,4405,camera_1,25,L2_not_in_candidates,53,,開新,,開新,,53,對,2.785,53,對,3.979
seq_020,4410,camera_6,24,L2_not_in_candidates,9,,開新,49,錯,,,開新,,49,錯,
seq_020,4415,camera_5,70,L2_not_in_candidates,52,55,錯,55,錯,,55,錯,,55,錯,
seq_020,4445,camera_5,71,L2_not_in_candidates,54,55,錯,55,錯,,7,錯,,7,錯,
seq_020,4450,camera_5,72,L2_not_in_candidates,48,55,錯,55,錯,,55,錯,0.794,55,錯,1.988
seq_020,4455,camera_6,25,L3_not_top1,48,,開新,55,錯,,,開新,-2.463,55,錯,-1.269
seq_020,4475,camera_2,32,L3_not_top1,55,7,錯,7,錯,,7,錯,,7,錯,
seq_020,4485,camera_6,26,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_020,4485,camera_6,27,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_020,4505,camera_5,73,L1_ghost,,7,錯,,開新,,46,錯,,46,錯,
seq_020,4510,camera_5,74,L3_not_top1,55,7,錯,7,錯,,48,錯,1.687,48,錯,2.881
seq_020,4510,camera_6,28,L2_not_in_candidates,47,,開新,55,錯,,,開新,,55,錯,
seq_020,4525,camera_5,75,L1_ghost,,7,錯,,開新,,,開新,,46,錯,
seq_020,4540,camera_5,76,L2_not_in_candidates,49,7,錯,7,錯,,7,錯,-0.77,7,錯,0.423
seq_020,4545,camera_6,29,L1_ghost,,,開新,,開新,,58,錯,,58,錯,
seq_020,4550,camera_7,15,L2_not_in_candidates,7,,開新,,開新,,47,錯,-2.413,47,錯,-1.219
seq_020,4555,camera_5,77,L1_ghost,,7,錯,,開新,,7,錯,,7,錯,
seq_020,4595,camera_5,78,L1_ghost,,7,錯,,開新,,49,錯,,49,錯,
seq_020,4600,camera_5,79,L1_ghost,,7,錯,,開新,,7,錯,,7,錯,
seq_020,4635,camera_6,30,L2_not_in_candidates,56,,開新,55,錯,,56,對,4.669,56,對,5.863
seq_020,4645,camera_5,80,L1_ghost,,7,錯,,開新,,7,錯,,7,錯,
seq_020,4650,camera_4,24,L3_not_top1,46,7,錯,7,錯,,7,錯,-3.469,7,錯,-2.275
seq_020,4650,camera_6,31,L4_below_threshold,55,,開新,55,對,2.056,56,錯,0.862,56,錯,2.056
seq_020,4655,camera_6,32,L3_not_top1,7,,開新,55,錯,,,開新,0.057,55,錯,1.251
seq_020,4670,camera_5,81,OK,7,7,對,7,對,5.0,7,對,3.806,7,對,5.0
seq_020,4680,camera_4,25,L1_ghost,,,開新,,開新,,7,錯,,7,錯,
seq_020,4690,camera_5,82,L3_not_top1,7,65,錯,65,錯,,48,錯,1.698,48,錯,2.892
seq_020,4700,camera_6,33,L1_ghost,,,開新,,開新,,63,錯,,63,錯,
seq_020,4705,camera_6,34,L2_not_in_candidates,63,,開新,65,錯,,63,對,3.268,63,對,4.461
seq_020,4730,camera_7,16,L2_not_in_candidates,67,,開新,,開新,,,開新,,59,錯,
seq_020,4735,camera_5,83,L3_not_top1,7,65,錯,65,錯,,49,錯,0.463,49,錯,1.657
seq_020,4745,camera_5,84,L3_not_top1,7,65,錯,65,錯,,65,錯,0.999,65,錯,2.192
seq_020,4750,camera_2,33,OK,65,65,對,65,對,3.614,65,對,2.42,65,對,3.614
seq_020,4760,camera_5,85,L1_ghost,,65,錯,,開新,,7,錯,,7,錯,
seq_020,4760,camera_5,86,OK,65,65,對,65,對,5.0,65,對,3.806,65,對,5.0
seq_020,4760,camera_7,17,L2_not_in_candidates,64,,開新,,開新,,,開新,,67,錯,
seq_020,4765,camera_4,26,OK,65,65,對,65,對,5.0,65,對,3.806,65,對,5.0
seq_020,4770,camera_5,87,L3_not_top1,59,65,錯,65,錯,,65,錯,-2.642,65,錯,-1.448
seq_020,4785,camera_5,88,L3_not_top1,55,65,錯,65,錯,,65,錯,-1.494,65,錯,-0.301
seq_020,4810,camera_4,27,OK,65,65,對,65,對,5.0,65,對,3.806,65,對,5.0
seq_020,4810,camera_5,89,L1_ghost,,65,錯,,開新,,,開新,,65,錯,
seq_020,4815,camera_5,90,L3_not_top1,7,65,錯,65,錯,,65,錯,0.537,65,錯,1.731
seq_020,4835,camera_4,28,OK,65,65,對,65,對,5.0,65,對,3.806,65,對,5.0
seq_020,4835,camera_5,91,L1_ghost,,65,錯,,開新,,7,錯,,7,錯,
seq_020,4845,camera_4,29,OK,65,65,對,65,對,5.0,65,對,3.806,65,對,5.0
seq_020,4850,camera_2,34,OK,65,65,對,65,對,2.921,65,對,1.727,65,對,2.921
seq_020,4870,camera_3,50,L3_not_top1,7,65,錯,65,錯,,65,錯,-2.43,65,錯,-1.236
seq_020,4870,camera_5,92,L1_ghost,,65,錯,,開新,,,開新,,7,錯,
seq_020,4885,camera_4,30,OK,65,65,對,65,對,5.0,65,對,3.806,65,對,5.0
seq_020,4890,camera_5,93,L1_ghost,,65,錯,,開新,,,開新,,65,錯,
seq_020,4910,camera_2,35,OK,65,65,對,65,對,5.0,65,對,3.806,65,對,5.0
seq_020,4915,camera_3,51,OK,65,65,對,65,對,3.901,65,對,2.708,65,對,3.901
seq_020,4930,camera_1,26,L2_not_in_candidates,65,,開新,,開新,,,開新,-2.413,,開新,-1.219
seq_020,4930,camera_2,36,L3_not_top1,7,65,錯,65,錯,,65,錯,-2.422,65,錯,-1.228
seq_020,4955,camera_1,27,L2_not_in_candidates,65,,開新,,開新,,,開新,-2.413,,開新,-1.219
seq_020,4955,camera_5,94,L3_not_top1,7,65,錯,65,錯,,65,錯,-1.045,65,錯,0.148
seq_020,4955,camera_7,18,L2_not_in_candidates,68,,開新,,開新,,,開新,-0.315,,開新,0.879
seq_020,4960,camera_3,52,L2_not_in_candidates,71,65,錯,65,錯,,65,錯,,65,錯,
seq_020,4970,camera_2,37,OK,65,65,對,65,對,3.901,65,對,2.708,65,對,3.901
seq_020,4975,camera_3,53,L1_ghost,,65,錯,,開新,,,開新,,,開新,
seq_020,4990,camera_1,28,L2_not_in_candidates,65,,開新,,開新,,,開新,-2.422,70,錯,-1.228
seq_020,4995,camera_5,95,L1_ghost,,65,錯,,開新,,55,錯,,55,錯,
seq_020,5025,camera_5,96,L1_ghost,,65,錯,,開新,,65,錯,,65,錯,
seq_020,5040,camera_5,97,L1_ghost,,65,錯,,開新,,65,錯,,65,錯,
seq_020,5045,camera_5,98,OK,65,65,對,65,對,3.614,65,對,2.824,65,對,4.018
seq_020,5060,camera_5,99,L2_not_in_candidates,73,65,錯,65,錯,,65,錯,,65,錯,
seq_020,5080,camera_3,54,L2_not_in_candidates,70,65,錯,65,錯,,65,錯,-2.413,65,錯,-1.219
seq_020,5080,camera_5,100,OK,65,65,對,65,對,4.307,65,對,3.316,65,對,4.51
seq_020,5085,camera_7,19,L2_not_in_candidates,72,,開新,,開新,,,開新,0.183,,開新,1.377
seq_020,5100,camera_3,55,OK,65,65,對,65,對,4.307,65,對,3.113,65,對,4.307
seq_020,5130,camera_2,38,OK,65,65,對,65,對,5.0,65,對,3.806,65,對,5.0
seq_020,5140,camera_1,29,L2_not_in_candidates,65,,開新,,開新,,,開新,-2.413,,開新,-1.219
seq_020,5145,camera_5,101,OK,65,65,對,65,對,5.0,65,對,3.806,65,對,5.0
seq_020,5160,camera_3,56,OK,65,65,對,65,對,5.0,65,對,3.806,65,對,5.0
seq_020,5170,camera_1,30,L2_not_in_candidates,65,,開新,,開新,,73,錯,-2.413,73,錯,-1.219
seq_020,5175,camera_5,102,L1_ghost,,65,錯,,開新,,65,錯,,65,錯,
seq_020,5185,camera_2,39,OK,65,65,對,65,對,5.0,65,對,3.806,65,對,5.0
seq_020,5215,camera_3,57,OK,65,65,對,65,對,5.0,65,對,3.806,65,對,5.0
seq_020,5245,camera_7,20,L2_not_in_candidates,69,,開新,,開新,,,開新,,74,錯,
seq_020,5250,camera_3,58,OK,65,65,對,65,對,5.0,65,對,3.806,65,對,5.0
seq_020,5255,camera_1,31,L1_ghost,,,開新,,開新,,75,錯,,75,錯,
seq_020,5265,camera_3,59,L1_ghost,,65,錯,,開新,,,開新,,,開新,
seq_020,5270,camera_3,60,L1_ghost,,65,錯,,開新,,,開新,,,開新,
seq_020,5275,camera_1,32,L2_not_in_candidates,75,,開新,,開新,,75,對,1.997,75,對,3.191
seq_020,5280,camera_2,40,OK,65,65,對,65,對,3.054,65,對,1.86,65,對,3.054
seq_020,5280,camera_5,103,L1_ghost,,65,錯,,開新,,,開新,,65,錯,
seq_020,5315,camera_4,31,OK,65,65,對,65,對,3.391,65,對,2.197,65,對,3.391
seq_020,5335,camera_1,33,L2_not_in_candidates,65,,開新,,開新,,,開新,-2.454,71,錯,-1.26
seq_020,5355,camera_2,41,L2_not_in_candidates,76,65,錯,65,錯,,65,錯,-2.441,65,錯,-1.247
seq_020,5365,camera_6,35,L3_not_top1,74,65,錯,65,錯,,65,錯,-2.679,65,錯,-1.485
seq_020,5370,camera_5,104,L1_ghost,,65,錯,,開新,,,開新,,65,錯,
seq_020,5375,camera_6,36,L1_ghost,,65,錯,,開新,,,開新,,,開新,
seq_020,5380,camera_4,32,OK,65,65,對,65,對,3.391,65,對,2.197,65,對,3.391
seq_020,5405,camera_6,37,L2_not_in_candidates,62,65,錯,65,錯,,65,錯,,65,錯,
seq_020,5410,camera_3,61,L1_ghost,,65,錯,,開新,,,開新,,65,錯,
seq_020,5420,camera_3,62,OK,65,65,對,65,對,4.307,65,對,3.741,65,對,4.935
seq_020,5425,camera_3,63,OK,65,65,對,65,對,4.307,65,對,3.113,65,對,4.307
seq_020,5430,camera_2,42,OK,65,65,對,65,對,4.307,65,對,3.113,65,對,4.307
seq_020,5450,camera_6,38,L1_ghost,,65,錯,,開新,,,開新,,,開新,
seq_020,5475,camera_6,39,L2_not_in_candidates,77,65,錯,65,錯,,65,錯,,65,錯,
seq_020,5480,camera_4,33,OK,65,65,對,65,對,3.208,65,對,3.035,65,對,4.229
seq_020,5505,camera_2,43,OK,65,65,對,65,對,3.901,65,對,2.708,65,對,3.901
seq_020,5515,camera_1,34,L2_not_in_candidates,65,,開新,,開新,,78,錯,-2.413,78,錯,-1.219
seq_020,5535,camera_3,64,OK,65,65,對,65,對,3.901,65,對,2.708,65,對,3.901
seq_020,5535,camera_5,105,OK,65,65,對,65,對,3.901,65,對,2.708,65,對,3.901
seq_020,5560,camera_1,35,L1_ghost,,,開新,,開新,,,開新,,78,錯,
seq_020,5560,camera_5,106,OK,65,65,對,65,對,3.901,65,對,2.708,65,對,3.901
seq_020,5595,camera_2,44,L2_not_in_candidates,61,65,錯,65,錯,,65,錯,,65,錯,
seq_020,5605,camera_5,107,OK,65,65,對,65,對,4.307,65,對,3.113,65,對,4.307
seq_020,5625,camera_4,34,OK,65,65,對,65,對,3.391,65,對,2.197,65,對,3.391
seq_020,5640,camera_2,45,OK,65,65,對,65,對,4.307,65,對,3.113,65,對,4.307
seq_020,5665,camera_4,35,OK,65,65,對,65,對,3.614,65,對,2.758,65,對,3.951
seq_020,5670,camera_2,46,OK,65,65,對,65,對,3.901,65,對,2.763,65,對,3.957
seq_020,5695,camera_5,108,OK,65,65,對,65,對,5.0,65,對,3.806,65,對,5.0
seq_020,5695,camera_5,109,L1_ghost,,65,錯,,開新,,,開新,,65,錯,
seq_020,5700,camera_3,65,L2_not_in_candidates,81,65,錯,65,錯,,65,錯,,65,錯,
seq_020,5700,camera_3,66,L1_ghost,,65,錯,,開新,,,開新,,,開新,
seq_020,5700,camera_4,36,OK,65,65,對,65,對,3.208,65,對,2.014,65,對,3.208
seq_020,5745,camera_5,110,OK,65,65,對,65,對,3.614,65,對,2.42,65,對,3.614
seq_020,5750,camera_5,111,L1_ghost,,65,錯,,開新,,65,錯,,65,錯,
seq_020,5785,camera_5,112,OK,65,65,對,65,對,3.901,65,對,2.708,65,對,3.901
seq_020,5790,camera_3,67,L1_ghost,,65,錯,,開新,,,開新,,,開新,
seq_020,5805,camera_6,40,L4_below_threshold,65,,開新,65,對,2.803,,開新,1.609,65,對,2.803
seq_020,5815,camera_6,41,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_020,5820,camera_5,113,L3_not_top1,80,84,錯,84,錯,,84,錯,-3.66,84,錯,-2.466
seq_020,5825,camera_2,47,OK,65,65,對,65,對,4.307,65,對,3.113,65,對,4.307
seq_020,5830,camera_5,114,L1_ghost,,84,錯,,開新,,,開新,,,開新,
seq_020,5845,camera_1,36,L2_not_in_candidates,65,,開新,,開新,,78,錯,-2.422,78,錯,-1.228
seq_020,5845,camera_2,48,OK,65,65,對,65,對,4.307,65,對,4.109,65,對,5.303
seq_020,5860,camera_5,115,L3_not_top1,65,84,錯,84,錯,,65,對,3.639,65,對,4.833
seq_020,5865,camera_2,49,L1_ghost,,65,錯,,開新,,65,錯,,65,錯,
seq_020,5870,camera_5,116,OK,65,65,對,65,對,5.0,65,對,3.806,65,對,5.0
seq_020,5900,camera_5,117,OK,65,65,對,65,對,5.0,65,對,3.806,65,對,5.0
seq_020,5925,camera_3,68,L1_ghost,,65,錯,,開新,,,開新,,65,錯,
seq_020,5930,camera_5,118,L2_not_in_candidates,85,65,錯,65,錯,,65,錯,,65,錯,
seq_020,5945,camera_4,37,OK,65,65,對,65,對,2.921,65,對,1.727,65,對,2.921
seq_020,5955,camera_5,119,L1_ghost,,84,錯,,開新,,,開新,,65,錯,
seq_020,5955,camera_5,120,L1_ghost,,84,錯,,開新,,65,錯,,65,錯,
seq_020,5960,camera_5,121,L3_not_top1,65,84,錯,84,錯,,84,錯,2.869,84,錯,4.063
seq_020,5970,camera_5,122,L1_ghost,,84,錯,,開新,,65,錯,,65,錯,
seq_020,5980,camera_2,50,OK,65,65,對,65,對,4.307,65,對,3.113,65,對,4.307
seq_020,5995,camera_3,69,OK,65,65,對,65,對,4.307,65,對,3.251,65,對,4.445
seq_020,5995,camera_4,38,OK,65,65,對,65,對,3.054,65,對,2.795,65,對,3.989
seq_020,6005,camera_1,37,L2_not_in_candidates,65,,開新,,開新,,,開新,-2.413,,開新,-1.219
seq_020,6010,camera_5,123,OK,83,83,對,83,對,5.0,83,對,3.806,83,對,5.0
seq_020,6040,camera_2,51,OK,65,65,對,65,對,3.901,65,對,2.708,65,對,3.901
seq_020,6040,camera_6,42,L4_below_threshold,84,,開新,84,對,2.167,,開新,0.973,84,對,2.167
seq_020,6065,camera_6,43,L4_below_threshold,84,,開新,84,對,2.227,,開新,1.034,84,對,2.227
seq_020,6090,camera_6,44,L3_not_top1,65,,開新,84,錯,,,開新,0.195,84,錯,1.389
seq_020,6095,camera_3,70,L1_ghost,,65,錯,,開新,,,開新,,,開新,
seq_020,6105,camera_6,45,L2_not_in_candidates,88,,開新,84,錯,,,開新,,84,錯,
seq_020,6110,camera_6,46,L3_not_top1,65,,開新,84,錯,,,開新,0.057,84,錯,1.251
seq_020,6115,camera_1,38,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_020,6125,camera_7,21,L2_not_in_candidates,87,,開新,,開新,,,開新,,90,錯,
seq_020,6130,camera_1,39,L2_not_in_candidates,65,,開新,,開新,,,開新,-2.416,,開新,-1.222
seq_020,6145,camera_3,71,L3_not_top1,83,65,錯,65,錯,,65,錯,-2.997,65,錯,-1.803
seq_020,6145,camera_6,47,L2_not_in_candidates,93,,開新,84,錯,,,開新,,84,錯,
seq_020,6160,camera_1,40,L1_ghost,,,開新,,開新,,,開新,,92,錯,
seq_020,6170,camera_7,22,L1_ghost,,,開新,,開新,,,開新,,87,錯,
seq_020,6210,camera_6,48,L1_ghost,,84,錯,,開新,,,開新,,87,錯,
seq_020,6215,camera_7,23,L2_not_in_candidates,95,,開新,,開新,,93,錯,,93,錯,
seq_020,6240,camera_7,24,L2_not_in_candidates,90,,開新,,開新,,,開新,,84,錯,
seq_020,6275,camera_7,25,L2_not_in_candidates,98,,開新,,開新,,,開新,0.841,93,錯,2.035
seq_020,6275,camera_7,26,L1_ghost,,,開新,,開新,,,開新,,97,錯,
seq_020,6275,camera_7,27,L1_ghost,,,開新,,開新,,,開新,,97,錯,
seq_020,6280,camera_3,72,L1_ghost,,84,錯,,開新,,,開新,,,開新,
seq_020,6285,camera_6,49,L2_not_in_candidates,100,84,錯,84,錯,,84,錯,,84,錯,
seq_020,6290,camera_3,73,L2_not_in_candidates,86,84,錯,84,錯,,84,錯,,84,錯,
seq_020,6290,camera_3,74,L3_not_top1,65,84,錯,84,錯,,84,錯,-2.454,84,錯,-1.26
seq_020,6310,camera_2,52,L3_not_top1,65,84,錯,84,錯,,84,錯,0.099,84,錯,1.293
seq_020,6325,camera_1,41,L2_not_in_candidates,65,,開新,,開新,,,開新,-2.422,81,錯,-1.228
seq_020,6340,camera_3,75,L2_not_in_candidates,94,84,錯,84,錯,,84,錯,-2.442,84,錯,-1.248
seq_020,6345,camera_5,124,L3_not_top1,65,84,錯,84,錯,,84,錯,-2.469,84,錯,-1.275
seq_020,6345,camera_5,125,OK,84,84,對,84,對,4.307,84,對,3.113,84,對,4.307
seq_020,6355,camera_1,42,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_020,6355,camera_7,28,L2_not_in_candidates,89,,開新,,開新,,,開新,,,開新,
seq_020,6365,camera_6,50,L1_ghost,,84,錯,,開新,,,開新,,90,錯,
seq_020,6370,camera_6,51,L2_not_in_candidates,91,84,錯,84,錯,,84,錯,,84,錯,
seq_020,6375,camera_5,126,L1_ghost,,84,錯,,開新,,,開新,,,開新,
seq_020,6380,camera_1,43,L2_not_in_candidates,103,,開新,,開新,,103,對,3.049,103,對,4.242
seq_020,6380,camera_1,44,L1_ghost,,,開新,,開新,,103,錯,,103,錯,
seq_020,6380,camera_4,39,OK,84,84,對,84,對,5.0,84,對,3.806,84,對,5.0
seq_020,6380,camera_6,52,L2_not_in_candidates,65,84,錯,84,錯,,84,錯,-0.55,84,錯,0.643
seq_020,6400,camera_6,53,L1_ghost,,84,錯,,開新,,84,錯,,84,錯,
seq_020,6415,camera_5,127,L1_ghost,,84,錯,,開新,,,開新,,,開新,
seq_020,6430,camera_2,53,OK,84,84,對,84,對,5.0,84,對,3.806,84,對,5.0
seq_020,6435,camera_5,128,OK,84,84,對,84,對,5.0,84,對,3.806,84,對,5.0
seq_020,6450,camera_5,129,L1_ghost,,84,錯,,開新,,,開新,,,開新,
seq_020,6465,camera_3,76,L1_ghost,,84,錯,,開新,,,開新,,,開新,
seq_020,6475,camera_3,77,L2_not_in_candidates,79,84,錯,84,錯,,84,錯,,84,錯,
seq_020,6490,camera_6,54,L1_ghost,,84,錯,,開新,,,開新,,84,錯,
seq_020,6500,camera_5,130,L1_ghost,,84,錯,,開新,,84,錯,,84,錯,
seq_020,6515,camera_2,54,L2_not_in_candidates,106,84,錯,84,錯,,84,錯,,84,錯,
seq_020,6515,camera_5,131,OK,84,84,對,84,對,5.0,84,對,3.806,84,對,5.0
seq_020,6525,camera_5,132,L1_ghost,,84,錯,,開新,,84,錯,,84,錯,
seq_020,6545,camera_3,78,L1_ghost,,84,錯,,開新,,84,錯,,84,錯,
seq_020,6545,camera_6,55,L4_below_threshold,84,,開新,84,對,2.697,95,錯,1.504,95,錯,2.697
seq_020,6555,camera_2,55,OK,84,84,對,84,對,5.0,84,對,3.806,84,對,5.0
seq_020,6575,camera_2,56,OK,84,84,對,84,對,2.921,84,對,1.727,84,對,2.921
seq_020,6575,camera_2,57,OK,84,84,對,84,對,2.921,84,對,1.727,84,對,2.921
seq_020,6590,camera_5,133,L1_ghost,,84,錯,,開新,,84,錯,,84,錯,
seq_020,6595,camera_5,134,L1_ghost,,84,錯,,開新,,84,錯,,84,錯,
seq_020,6595,camera_7,29,L2_not_in_candidates,108,,開新,,開新,,99,錯,1.176,99,錯,2.37
seq_020,6600,camera_7,30,L2_not_in_candidates,99,,開新,,開新,,99,對,3.584,99,對,4.778
seq_020,6605,camera_6,56,L4_below_threshold,84,,開新,84,對,2.515,,開新,1.321,84,對,2.515
seq_020,6605,camera_6,57,L1_ghost,,,開新,,開新,,,開新,,84,錯,
seq_020,6610,camera_5,135,L1_ghost,,84,錯,,開新,,84,錯,,84,錯,
seq_020,6610,camera_6,58,L1_ghost,,,開新,,開新,,,開新,,108,錯,
seq_020,6615,camera_6,59,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_020,6615,camera_6,60,L1_ghost,,,開新,,開新,,,開新,,108,錯,
seq_020,6620,camera_4,40,OK,84,84,對,84,對,3.391,84,對,2.197,84,對,3.391
seq_020,6640,camera_4,41,OK,84,84,對,84,對,3.391,84,對,2.804,84,對,3.998
seq_020,6660,camera_6,61,L2_not_in_candidates,109,,開新,84,錯,,84,錯,,84,錯,
seq_020,6665,camera_5,136,L1_ghost,,84,錯,,開新,,84,錯,,84,錯,
seq_020,6680,camera_2,58,OK,84,84,對,84,對,4.307,84,對,3.113,84,對,4.307
seq_020,6680,camera_3,79,OK,84,84,對,84,對,4.307,84,對,3.113,84,對,4.307
seq_020,6695,camera_4,42,OK,84,84,對,84,對,3.391,84,對,2.197,84,對,3.391
seq_020,6700,camera_6,62,L1_ghost,,,開新,,開新,,,開新,,116,錯,
seq_020,6720,camera_2,59,OK,84,84,對,84,對,3.901,84,對,2.708,84,對,3.901
seq_020,6725,camera_5,137,L1_ghost,,84,錯,,開新,,84,錯,,84,錯,
seq_020,6730,camera_1,45,L2_not_in_candidates,84,,開新,,開新,,,開新,-2.413,,開新,-1.219
seq_020,6730,camera_5,138,L1_ghost,,84,錯,,開新,,84,錯,,84,錯,
seq_020,6730,camera_7,31,L2_not_in_candidates,111,,開新,,開新,,,開新,,114,錯,
seq_020,6745,camera_3,80,OK,84,84,對,84,對,3.901,84,對,2.708,84,對,3.901
seq_020,6755,camera_2,60,L1_ghost,,84,錯,,開新,,,開新,,,開新,
seq_020,6760,camera_6,63,L4_below_threshold,84,,開新,84,對,2.515,111,錯,1.321,111,錯,2.515
seq_020,6775,camera_7,32,L2_not_in_candidates,84,,開新,,開新,,109,錯,-2.318,109,錯,-1.124
seq_020,6785,camera_1,46,L2_not_in_candidates,118,,開新,,開新,,,開新,,,開新,
seq_020,6785,camera_2,61,OK,84,84,對,84,對,3.901,84,對,2.708,84,對,3.901
seq_020,6795,camera_6,64,L2_not_in_candidates,116,,開新,84,錯,,117,錯,-0.498,117,錯,0.695
seq_020,6805,camera_3,81,OK,84,84,對,84,對,3.901,84,對,2.708,84,對,3.901
seq_020,6830,camera_1,47,L2_not_in_candidates,84,,開新,,開新,,118,錯,-2.413,118,錯,-1.219
seq_020,6835,camera_6,65,L2_not_in_candidates,123,,開新,84,錯,,123,對,1.872,123,對,3.066
seq_020,6840,camera_7,33,L2_not_in_candidates,120,,開新,,開新,,109,錯,,109,錯,
seq_020,6850,camera_7,34,L2_not_in_candidates,105,,開新,,開新,,,開新,,119,錯,
seq_020,6855,camera_3,82,L1_ghost,,84,錯,,開新,,84,錯,,84,錯,
seq_020,6875,camera_4,43,L2_not_in_candidates,122,84,錯,84,錯,,84,錯,-2.463,84,錯,-1.269
seq_020,6905,camera_1,48,L1_ghost,,,開新,,開新,,,開新,,124,錯,
seq_020,6955,camera_5,139,OK,84,84,對,84,對,5.0,84,對,3.806,84,對,5.0
seq_020,6965,camera_3,83,L1_ghost,,84,錯,,開新,,,開新,,,開新,
seq_020,6965,camera_5,140,L1_ghost,,84,錯,,開新,,,開新,,84,錯,
seq_020,6965,camera_6,66,L2_not_in_candidates,110,84,錯,84,錯,,84,錯,,84,錯,
seq_020,6980,camera_6,67,L1_ghost,,84,錯,,開新,,,開新,,,開新,
seq_020,6990,camera_6,68,L2_not_in_candidates,125,84,錯,84,錯,,84,錯,,84,錯,
seq_020,6995,camera_4,44,L3_not_top1,121,84,錯,84,錯,,84,錯,-2.781,84,錯,-1.587
seq_020,7000,camera_2,62,OK,84,84,對,84,對,4.307,84,對,3.113,84,對,4.307
seq_020,7000,camera_7,35,L1_ghost,,,開新,,開新,,,開新,,84,錯,
seq_020,7010,camera_6,69,L1_ghost,,84,錯,,開新,,,開新,,,開新,
seq_020,7015,camera_6,70,L1_ghost,,84,錯,,開新,,,開新,,,開新,
seq_020,7020,camera_4,45,L3_not_top1,124,84,錯,84,錯,,84,錯,-2.563,84,錯,-1.369
seq_020,7020,camera_7,36,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_020,7025,camera_3,84,L1_ghost,,84,錯,,開新,,84,錯,,84,錯,
seq_020,7025,camera_6,71,L1_ghost,,84,錯,,開新,,,開新,,,開新,
seq_020,7035,camera_4,46,OK,84,84,對,84,對,3.614,84,對,2.42,84,對,3.614
seq_020,7045,camera_7,37,L4_below_threshold,119,,開新,,開新,-0.292,,開新,-1.486,84,錯,-0.292
seq_020,7085,camera_5,141,L1_ghost,,84,錯,,開新,,,開新,,,開新,
seq_020,7115,camera_5,142,L1_ghost,,84,錯,,開新,,,開新,,,開新,
seq_020,7120,camera_5,143,L1_ghost,,84,錯,,開新,,,開新,,,開新,
seq_020,7135,camera_1,49,L1_ghost,,,開新,,開新,,,開新,,,開新,
