seq,fid,cam,tid,layer,gt_id,want,chef,matched,actual_top,n_pending,want_pending,want_score,want_dt,new_choice
seq_020,495,camera_6,0,OK,10,7,7,True,3.1131,0,False,,,
seq_020,515,camera_2,6,OK,4,7,7,True,3.1131,2,False,,,
seq_020,585,camera_6,1,L1_ghost,,,7,True,,0,False,,,
seq_020,595,camera_7,0,L2_not_in_candidates,10,7,9,False,-2.7036,0,False,,,
seq_020,685,camera_3,13,OK,4,7,7,True,3.1131,1,True,-0.974,5.0,
seq_020,730,camera_3,14,L1_ghost,,,7,True,,0,False,,,
seq_020,775,camera_3,15,OK,4,7,7,True,3.1131,2,True,2.45,1.167,
seq_020,785,camera_3,16,OK,11,7,7,True,3.1131,2,True,-0.928,1.333,
seq_020,800,camera_4,6,L1_ghost,,,7,True,,2,False,,,7
seq_020,810,camera_2,7,L1_ghost,,,7,True,,0,False,,,
seq_020,825,camera_2,8,OK,11,7,7,True,2.1968,1,True,3.644,0.5,7
seq_020,835,camera_3,17,OK,16,7,7,True,2.42,2,True,-0.859,3.0,
seq_020,910,camera_3,18,OK,6,7,7,True,2.42,1,True,1.571,1.667,
seq_020,920,camera_3,19,L1_ghost,,,7,True,,1,False,,,
seq_020,1000,camera_1,4,L2_not_in_candidates,1,8,10,False,-4.5287,0,False,,,
seq_020,1050,camera_3,20,L1_ghost,,,7,True,,1,False,,,
seq_020,1160,camera_3,21,L0_first,7,,7,True,3.1131,0,False,,,
seq_020,1470,camera_3,22,L1_ghost,,,7,True,,0,False,,,
seq_020,1560,camera_3,23,L1_ghost,,,7,True,,1,False,,,7
seq_020,1855,camera_1,5,L2_not_in_candidates,1,10,11,False,-7.6963,0,False,,,
seq_020,1900,camera_3,24,L1_ghost,,,7,True,,0,False,,,
seq_020,1995,camera_3,25,OK,4,7,7,True,3.1131,1,True,1.684,1.5,
seq_020,2055,camera_3,26,L1_ghost,,,7,True,,1,False,,,
seq_020,2075,camera_3,27,L1_ghost,,,7,True,,1,False,,,
seq_020,2100,camera_2,9,OK,2,7,7,True,3.1131,1,True,-1.082,3.667,
seq_020,2150,camera_3,28,L1_ghost,,,7,True,,1,False,,,
seq_020,2180,camera_3,29,L1_ghost,,,7,True,,3,False,,,7
seq_020,2205,camera_3,30,L1_ghost,,,7,True,,6,False,,,7
seq_020,2210,camera_1,6,L4_below_threshold,1,11,12,False,-1.4283,1,False,,,2
seq_020,2210,camera_1,7,L2_not_in_candidates,1,12,13,False,-1.3398,1,False,,,2
seq_020,2220,camera_5,2,OK,2,7,7,True,3.1131,0,False,,,
seq_020,2245,camera_1,8,L1_ghost,,,14,False,,2,False,,,12
seq_020,2245,camera_3,31,OK,3,7,7,True,3.8063,6,True,2.934,0.667,
seq_020,2260,camera_3,32,L1_ghost,,,7,True,,8,False,,,7
seq_020,2265,camera_3,33,OK,7,7,7,True,3.8063,8,True,2.13,1.333,
seq_020,2285,camera_3,34,L1_ghost,,,7,True,,8,False,,,7
seq_020,2305,camera_3,35,L1_ghost,,,7,True,,8,False,,,
seq_020,2305,camera_4,7,OK,11,7,7,True,3.8063,0,False,,,
seq_020,2315,camera_1,9,L1_ghost,,,15,False,,3,False,,,
seq_020,2360,camera_2,10,L1_ghost,,,7,True,,2,False,,,
seq_020,2365,camera_6,2,OK,2,7,7,True,3.8063,0,False,,,
seq_020,2420,camera_2,11,OK,9,7,7,True,3.8063,1,True,-0.441,4.167,
seq_020,2430,camera_1,10,L4_below_threshold,1,13,16,False,-0.8829,2,False,,,12
seq_020,2435,camera_6,3,L1_ghost,,,7,True,,0,False,,,
seq_020,2445,camera_3,36,OK,4,7,7,True,3.8063,2,True,-1.932,3.667,
seq_020,2445,camera_5,3,OK,11,7,7,True,3.1131,1,True,-1.189,4.5,
seq_020,2450,camera_7,1,L2_not_in_candidates,2,7,17,False,-2.6305,0,False,,,
seq_020,2460,camera_1,11,L1_ghost,,,18,False,,2,False,,,
seq_020,2460,camera_5,4,L1_ghost,,,7,True,,1,False,,,
seq_020,2475,camera_2,12,L1_ghost,,,7,True,,1,False,,,
seq_020,2480,camera_1,12,L2_not_in_candidates,7,7,19,False,-1.6925,4,False,,,1
seq_020,2485,camera_2,13,OK,3,7,7,True,3.1131,1,True,-2.35,1.0,
seq_020,2485,camera_3,37,L1_ghost,,,7,True,,3,False,,,
seq_020,2495,camera_2,14,OK,11,7,7,True,3.1131,3,True,-1.934,0.167,
seq_020,2495,camera_5,5,OK,12,7,7,True,3.1131,1,True,3.475,0.5,7
seq_020,2515,camera_5,6,L1_ghost,,,7,True,,1,False,,,7
seq_020,2530,camera_1,13,L2_not_in_candidates,9,7,20,False,-0.9526,4,False,,,1
seq_020,2535,camera_5,7,L2_not_in_candidates,1,16,7,True,3.1131,2,False,,,7
seq_020,2540,camera_2,15,L1_ghost,,,7,True,,3,False,,,7
seq_020,2545,camera_1,14,L2_not_in_candidates,3,7,21,False,-1.3654,4,False,,,
seq_020,2600,camera_2,16,OK,4,7,7,True,2.7076,4,True,-0.653,4.833,
seq_020,2615,camera_5,8,L2_not_in_candidates,9,20,7,True,2.7076,3,False,,,
seq_020,2625,camera_1,15,L2_not_in_candidates,7,19,22,False,-5.0986,4,True,2.51,1.167,19
seq_020,2635,camera_4,8,OK,1,7,7,True,2.0145,1,True,-0.4,4.333,
seq_020,2635,camera_6,4,OK,11,7,7,True,2.1968,0,False,,,
seq_020,2670,camera_6,5,L2_not_in_candidates,2,17,7,True,2.1968,0,False,,,
seq_020,2675,camera_4,9,L2_not_in_candidates,3,21,7,True,2.1968,1,False,,,
seq_020,2685,camera_6,6,L1_ghost,,,7,True,,0,False,,,
seq_020,2690,camera_5,9,L1_ghost,,,7,True,,3,False,,,
seq_020,2695,camera_4,10,OK,9,7,7,True,2.1968,1,True,2.698,1.0,7
seq_020,2700,camera_3,38,OK,3,7,7,True,2.42,1,True,-0.649,4.333,
seq_020,2705,camera_6,7,OK,12,7,7,True,2.0145,1,True,-1.923,0.5,
seq_020,2730,camera_3,39,L1_ghost,,,7,True,,2,False,,,
seq_020,2740,camera_2,17,L2_not_in_candidates,7,22,7,True,2.42,3,False,,,
seq_020,2740,camera_5,10,L1_ghost,,,7,True,,2,False,,,
seq_020,2740,camera_7,2,L2_not_in_candidates,11,7,23,False,-2.7036,1,False,,,
seq_020,2760,camera_5,11,L1_ghost,,,7,True,,1,False,,,
seq_020,2760,camera_5,12,L1_ghost,,,7,True,,1,False,,,
seq_020,2770,camera_2,18,OK,6,7,7,True,2.42,2,True,-0.426,3.833,
seq_020,2770,camera_5,13,L1_ghost,,,7,True,,1,False,,,
seq_020,2775,camera_5,14,OK,3,7,7,True,2.42,2,True,-0.856,4.333,
seq_020,2775,camera_6,8,L1_ghost,,,24,False,,2,False,,,7
seq_020,2790,camera_5,15,L1_ghost,,,7,True,,3,False,,,7
seq_020,2800,camera_1,16,L1_ghost,,,25,False,,0,False,,,
seq_020,2820,camera_2,19,OK,6,7,7,True,2.42,1,True,2.495,1.167,7
seq_020,2825,camera_1,17,L2_not_in_candidates,6,7,26,False,-1.4976,1,False,,,
seq_020,2825,camera_2,20,OK,3,7,7,True,2.7076,1,True,-1.343,1.333,
seq_020,2830,camera_5,16,OK,7,7,7,True,2.7076,3,True,2.525,1.0,
seq_020,2870,camera_6,9,L1_ghost,,,27,False,,3,False,,,24
seq_020,2905,camera_1,18,L2_not_in_candidates,4,7,28,False,-2.8873,2,False,,,
seq_020,2930,camera_6,10,L4_below_threshold,7,7,29,False,1.5037,2,False,,,
seq_020,2955,camera_1,19,L1_ghost,,,30,False,,2,False,,,28
seq_020,2985,camera_6,11,OK,3,7,7,True,1.8603,0,False,,,
seq_020,2990,camera_5,17,L2_not_in_candidates,4,28,7,True,3.8063,4,False,,,
seq_020,2995,camera_5,18,L1_ghost,,,7,True,,5,False,,,
seq_020,2995,camera_5,19,L1_ghost,,,7,True,,5,False,,,7
seq_020,3010,camera_7,3,L2_not_in_candidates,7,29,31,False,-2.6315,0,False,,,
seq_020,3020,camera_5,20,L2_not_in_candidates,6,26,7,True,3.8063,6,False,,,
seq_020,3075,camera_5,21,OK,12,7,7,True,3.8063,6,True,0.569,1.5,
seq_020,3080,camera_7,4,L2_not_in_candidates,3,7,32,False,-2.9057,0,False,,,
seq_020,3100,camera_5,22,OK,2,7,7,True,3.8063,7,True,3.007,0.167,
seq_020,3115,camera_6,12,L4_below_threshold,4,7,33,False,1.609,5,True,1.84,1.0,7
seq_020,3145,camera_6,13,OK,6,7,7,True,1.7268,5,True,0.404,2.0,
seq_020,3160,camera_2,21,OK,12,7,7,True,3.8063,1,True,-0.482,4.5,
seq_020,3170,camera_6,14,L1_ghost,,,7,True,,3,False,,,
seq_020,3195,camera_7,5,L2_not_in_candidates,4,33,34,False,-2.6511,0,False,,,
seq_020,3220,camera_3,40,OK,12,7,7,True,3.8063,0,False,,,
seq_020,3220,camera_4,11,OK,2,7,7,True,3.8063,0,False,,,
seq_020,3225,camera_1,20,L2_not_in_candidates,12,7,35,False,-2.1332,0,False,,,
seq_020,3240,camera_6,15,L2_not_in_candidates,3,32,7,True,2.1968,2,False,,,
seq_020,3255,camera_7,6,L2_not_in_candidates,6,7,36,False,-2.6511,0,False,,,
seq_020,3280,camera_7,7,L2_not_in_candidates,4,34,37,False,-2.749,1,True,1.99,0.333,34
seq_020,3325,camera_7,8,L2_not_in_candidates,3,7,38,False,-2.9252,3,False,,,
seq_020,3340,camera_7,9,L2_not_in_candidates,3,38,39,False,-2.984,4,True,2.147,0.333,32
seq_020,3350,camera_5,23,OK,1,7,7,True,3.8063,0,False,,,
seq_020,3380,camera_7,10,L2_not_in_candidates,11,23,40,False,-2.6511,6,True,3.299,0.5,39
seq_020,3390,camera_6,16,L2_not_in_candidates,11,40,7,True,3.1131,2,False,,,7
seq_020,3400,camera_6,17,L1_ghost,,,7,True,,2,False,,,7
seq_020,3405,camera_7,11,L2_not_in_candidates,4,37,41,False,-2.749,7,True,0.161,3.167,
seq_020,3415,camera_5,24,L1_ghost,,,7,True,,0,False,,,
seq_020,3420,camera_5,25,OK,1,7,7,True,3.8063,0,False,,,
seq_020,3420,camera_5,26,L1_ghost,,,7,True,,0,False,,,
seq_020,3430,camera_6,18,L2_not_in_candidates,6,36,7,True,2.1968,1,False,,,
seq_020,3435,camera_5,27,L1_ghost,,,7,True,,2,False,,,7
seq_020,3445,camera_7,12,L2_not_in_candidates,4,41,42,False,-1.0683,8,True,2.298,0.333,41
seq_020,3455,camera_4,12,OK,16,7,7,True,3.1131,0,False,,,
seq_020,3460,camera_5,28,L1_ghost,,,7,True,,2,False,,,7
seq_020,3470,camera_3,41,L2_not_in_candidates,12,35,7,True,3.1131,1,False,,,
seq_020,3515,camera_5,29,L1_ghost,,,7,True,,3,False,,,7
seq_020,3520,camera_5,30,L2_not_in_candidates,3,39,7,True,3.1131,3,False,,,
seq_020,3520,camera_6,19,L2_not_in_candidates,4,42,43,False,1.609,4,False,,,
seq_020,3525,camera_2,22,OK,12,7,7,True,3.1131,0,False,,,
seq_020,3525,camera_5,31,L1_ghost,,,7,True,,3,False,,,
seq_020,3560,camera_5,32,OK,11,7,7,True,3.8063,5,True,-1.934,0.167,
seq_020,3570,camera_5,33,L1_ghost,,,7,True,,4,False,,,
seq_020,3580,camera_2,23,OK,3,7,7,True,3.1131,0,False,,,
seq_020,3610,camera_5,34,OK,6,7,7,True,3.1131,5,True,-1.574,2.833,
seq_020,3610,camera_5,35,L1_ghost,,,7,True,,5,False,,,
seq_020,3620,camera_5,36,L1_ghost,,,7,True,,4,False,,,7
seq_020,3625,camera_2,24,L2_not_in_candidates,4,43,7,True,3.1131,1,False,,,
seq_020,3625,camera_4,13,OK,3,7,7,True,3.1131,1,True,-0.662,3.5,
seq_020,3655,camera_5,37,OK,4,7,7,True,3.1131,4,True,-1.735,2.333,
seq_020,3670,camera_4,14,OK,11,7,7,True,3.1131,1,True,-1.509,5.0,
seq_020,3710,camera_5,38,L1_ghost,,,43,True,,8,False,,,7
seq_020,3710,camera_5,39,L1_ghost,,,43,True,,8,False,,,7
seq_020,3740,camera_4,15,OK,4,7,7,True,3.1131,0,False,,,
seq_020,3765,camera_5,40,L1_ghost,,,7,True,,5,False,,,7
seq_020,3780,camera_3,42,OK,16,7,7,True,3.1131,0,False,,,
seq_020,3780,camera_3,43,L1_ghost,,,7,True,,0,False,,,
seq_020,3780,camera_5,41,OK,1,7,7,True,3.1131,5,True,1.228,2.0,
seq_020,3795,camera_5,42,OK,3,7,7,True,3.1131,6,True,3.017,0.333,
seq_020,3800,camera_5,43,L1_ghost,,,7,True,,6,False,,,7
seq_020,3805,camera_6,20,L3_not_top1,12,7,44,False,1.0982,0,False,,,
seq_020,3820,camera_5,44,L1_ghost,,,44,True,,8,False,,,7
seq_020,3830,camera_7,13,L2_not_in_candidates,7,31,45,False,-2.7807,0,False,,,
seq_020,3840,camera_5,45,L3_not_top1,9,7,44,True,3.8063,9,True,2.847,0.667,
seq_020,3855,camera_6,21,L1_ghost,,,46,False,,0,False,,,
seq_020,3860,camera_5,46,L1_ghost,,,7,True,,8,False,,,7
seq_020,3880,camera_5,47,L1_ghost,,,46,True,,8,False,,,7
seq_020,3885,camera_7,14,L2_not_in_candidates,12,44,47,False,-3.0798,1,False,,,
seq_020,3890,camera_5,48,L1_ghost,,,46,True,,8,False,,,7
seq_020,3920,camera_5,49,L3_not_top1,2,7,46,True,3.1131,8,True,2.86,0.333,
seq_020,3935,camera_4,16,L0_first,13,,7,True,2.7076,2,False,,,
seq_020,3945,camera_5,50,L1_ghost,,,46,True,,11,False,,,46
seq_020,3950,camera_5,51,L3_not_top1,3,7,46,True,3.1131,9,True,2.428,0.667,
seq_020,3990,camera_5,52,L1_ghost,,,46,True,,9,False,,,46
seq_020,3995,camera_4,17,OK,1,7,7,True,2.7076,1,True,-2.147,0.667,
seq_020,3995,camera_5,53,L1_ghost,,,46,True,,9,False,,,
seq_020,4000,camera_5,54,L1_ghost,,,46,True,,9,False,,,46
seq_020,4030,camera_5,55,L1_ghost,,,46,True,,9,False,,,46
seq_020,4050,camera_4,18,L3_not_top1,9,44,7,True,3.1131,1,False,,,
seq_020,4060,camera_3,44,OK,13,7,7,True,2.42,1,True,-0.632,4.667,
seq_020,4065,camera_3,45,L1_ghost,,,7,True,,1,False,,,
seq_020,4085,camera_5,56,L1_ghost,,,7,True,,8,False,,,7
seq_020,4085,camera_6,22,L3_not_top1,7,45,48,False,1.0337,0,False,,,
seq_020,4095,camera_6,23,L1_ghost,,,49,False,,0,False,,,
seq_020,4100,camera_5,57,L1_ghost,,,49,True,,7,False,,,7
seq_020,4105,camera_5,58,L3_not_top1,4,7,49,True,3.1131,7,True,0.257,1.5,
seq_020,4115,camera_5,59,L1_ghost,,,49,True,,7,False,,,
seq_020,4120,camera_2,25,OK,9,7,7,True,2.7076,0,False,,,
seq_020,4125,camera_5,60,L1_ghost,,,7,True,,6,False,,,
seq_020,4135,camera_3,46,OK,11,7,7,True,3.8063,0,False,,,
seq_020,4135,camera_4,19,OK,16,7,7,True,3.8063,1,True,0.367,2.333,
seq_020,4155,camera_2,26,OK,11,7,7,True,2.42,0,False,,,
seq_020,4185,camera_1,21,L2_not_in_candidates,11,7,50,False,-3.358,0,False,,,
seq_020,4190,camera_4,20,OK,15,7,7,True,3.1131,3,True,-0.969,1.833,
seq_020,4190,camera_5,61,L1_ghost,,,49,True,,6,False,,,49
seq_020,4200,camera_2,27,OK,13,7,7,True,2.42,1,True,0.698,0.833,
seq_020,4200,camera_5,62,L3_not_top1,6,7,49,True,3.1131,7,True,-0.271,3.5,
seq_020,4215,camera_1,22,L2_not_in_candidates,16,7,51,False,-3.5234,0,False,,,
seq_020,4225,camera_3,47,L2_not_in_candidates,16,51,7,True,2.7076,2,False,,,
seq_020,4225,camera_5,63,L3_not_top1,7,48,49,True,3.1131,6,False,,,
seq_020,4240,camera_2,28,OK,16,7,7,True,2.1968,1,True,0.523,2.167,
seq_020,4270,camera_4,21,L3_not_top1,2,46,7,True,2.42,3,False,,,
seq_020,4275,camera_2,29,L3_not_top1,7,49,7,True,2.1968,2,False,,,
seq_020,4280,camera_5,64,L1_ghost,,,48,True,,4,False,,,
seq_020,4285,camera_5,65,L3_not_top1,13,7,48,True,3.8063,4,True,0.224,2.833,
seq_020,4285,camera_5,66,L1_ghost,,,48,True,,4,False,,,
seq_020,4310,camera_3,48,OK,15,7,7,True,2.1968,3,True,1.229,0.5,
seq_020,4315,camera_1,23,L2_not_in_candidates,11,50,52,False,-2.5628,0,False,,,
seq_020,4320,camera_4,22,OK,15,7,7,True,2.1968,2,True,-0.091,3.333,
seq_020,4320,camera_5,67,L3_not_top1,2,7,48,True,3.8063,4,True,-0.537,4.0,
seq_020,4325,camera_3,49,L1_ghost,,,7,True,,2,False,,,
seq_020,4350,camera_2,30,OK,15,7,7,True,2.1968,2,True,1.338,0.667,
seq_020,4350,camera_2,31,OK,16,7,7,True,2.1968,2,True,2.927,0.667,7
seq_020,4360,camera_4,23,L3_not_top1,4,49,7,True,2.1968,3,False,,,
seq_020,4365,camera_5,68,L1_ghost,,,7,True,,6,False,,,48
seq_020,4385,camera_1,24,L2_not_in_candidates,15,7,53,False,-2.9145,2,False,,,51
seq_020,4385,camera_5,69,OK,16,7,7,True,2.1968,7,True,-1.843,0.167,
seq_020,4405,camera_1,25,L2_not_in_candidates,15,53,54,False,-3.0243,3,True,2.785,0.167,53
seq_020,4410,camera_6,24,L2_not_in_candidates,10,9,55,False,1.0337,0,False,,,
seq_020,4415,camera_5,70,L2_not_in_candidates,11,52,55,True,3.8063,8,False,,,
seq_020,4445,camera_5,71,L2_not_in_candidates,15,54,55,True,3.8063,8,False,,,7
seq_020,4450,camera_5,72,L2_not_in_candidates,2,48,55,True,3.8063,8,True,0.794,1.333,
seq_020,4455,camera_6,25,L3_not_top1,13,48,56,False,0.9159,0,False,,,
seq_020,4475,camera_2,32,L3_not_top1,11,55,7,True,2.42,5,False,,,7
seq_020,4485,camera_6,26,L1_ghost,,,57,False,,0,False,,,
seq_020,4485,camera_6,27,L1_ghost,,,58,False,,0,False,,,
seq_020,4505,camera_5,73,L1_ghost,,,7,True,,8,False,,,46
seq_020,4510,camera_5,74,L3_not_top1,2,55,7,True,2.7076,8,True,1.687,1.0,48
seq_020,4510,camera_6,28,L2_not_in_candidates,12,47,59,False,0.9159,0,False,,,
seq_020,4525,camera_5,75,L1_ghost,,,7,True,,7,False,,,
seq_020,4540,camera_5,76,L2_not_in_candidates,6,49,7,True,3.8063,6,True,-0.77,5.0,
seq_020,4545,camera_6,29,L1_ghost,,,60,False,,1,False,,,58
seq_020,4550,camera_7,15,L2_not_in_candidates,9,7,61,False,-2.7036,1,False,,,47
seq_020,4555,camera_5,77,L1_ghost,,,7,True,,7,False,,,7
seq_020,4595,camera_5,78,L1_ghost,,,7,True,,7,False,,,49
seq_020,4600,camera_5,79,L1_ghost,,,7,True,,6,False,,,7
seq_020,4635,camera_6,30,L2_not_in_candidates,13,56,62,False,0.8618,4,True,4.669,0.167,56
seq_020,4645,camera_5,80,L1_ghost,,,7,True,,9,False,,,7
seq_020,4650,camera_4,24,L3_not_top1,3,46,7,True,3.8063,1,False,,,
seq_020,4650,camera_6,31,L4_below_threshold,15,55,63,False,0.8618,5,False,,,56
seq_020,4655,camera_6,32,L3_not_top1,16,7,64,False,0.8618,5,False,,,
seq_020,4670,camera_5,81,OK,3,7,7,True,3.8063,9,True,2.636,0.5,
seq_020,4680,camera_4,25,L1_ghost,,,65,False,,3,False,,,7
seq_020,4690,camera_5,82,L3_not_top1,1,7,65,True,2.42,10,True,1.698,0.5,48
seq_020,4700,camera_6,33,L1_ghost,,,66,False,,6,False,,,63
seq_020,4705,camera_6,34,L2_not_in_candidates,15,63,67,False,0.8105,5,True,3.268,0.667,63
seq_020,4730,camera_7,16,L2_not_in_candidates,15,67,68,False,-1.8169,0,False,,,
seq_020,4735,camera_5,83,L3_not_top1,6,7,65,True,2.42,6,True,0.463,1.667,49
seq_020,4745,camera_5,84,L3_not_top1,11,7,65,True,2.42,8,True,0.999,2.0,
seq_020,4750,camera_2,33,OK,1,65,65,True,2.42,0,False,,,
seq_020,4760,camera_5,85,L1_ghost,,,65,True,,9,False,,,7
seq_020,4760,camera_5,86,OK,11,65,65,True,3.8063,9,False,,,
seq_020,4760,camera_7,17,L2_not_in_candidates,16,64,69,False,-2.3184,0,False,,,
seq_020,4765,camera_4,26,OK,6,65,65,True,3.8063,2,True,0.895,2.333,
seq_020,4770,camera_5,87,L3_not_top1,12,59,65,True,3.8063,10,False,,,
seq_020,4785,camera_5,88,L3_not_top1,10,55,65,True,3.8063,9,True,-1.968,1.5,
seq_020,4810,camera_4,27,OK,6,65,65,True,3.8063,2,True,-0.37,3.833,
seq_020,4810,camera_5,89,L1_ghost,,,65,True,,11,False,,,
seq_020,4815,camera_5,90,L3_not_top1,2,7,65,True,3.8063,9,True,0.537,0.5,
seq_020,4835,camera_4,28,OK,2,65,65,True,3.8063,3,True,3.137,0.5,
seq_020,4835,camera_5,91,L1_ghost,,,65,True,,14,False,,,7
seq_020,4845,camera_4,29,OK,2,65,65,True,3.8063,4,True,2.392,0.833,
seq_020,4850,camera_2,34,OK,10,65,65,True,1.7268,0,False,,,
seq_020,4870,camera_3,50,L3_not_top1,3,7,65,True,3.1131,0,False,,,
seq_020,4870,camera_5,92,L1_ghost,,,65,True,,13,False,,,
seq_020,4885,camera_4,30,OK,2,65,65,True,3.8063,2,True,1.363,1.5,
seq_020,4890,camera_5,93,L1_ghost,,,65,True,,14,False,,,
seq_020,4910,camera_2,35,OK,3,65,65,True,3.8063,1,True,1.809,1.167,
seq_020,4915,camera_3,51,OK,6,65,65,True,2.7076,0,False,,,
seq_020,4930,camera_1,26,L2_not_in_candidates,3,65,70,False,-2.5628,0,False,,,
seq_020,4930,camera_2,36,L3_not_top1,4,7,65,True,3.1131,1,False,,,
seq_020,4955,camera_1,27,L2_not_in_candidates,4,65,71,False,-2.6788,0,False,,,
seq_020,4955,camera_5,94,L3_not_top1,7,7,65,True,3.1131,9,True,-1.045,4.667,
seq_020,4955,camera_7,18,L2_not_in_candidates,15,68,72,False,-2.6706,1,True,-0.315,4.167,
seq_020,4960,camera_3,52,L2_not_in_candidates,4,71,65,True,2.42,0,False,,,
seq_020,4970,camera_2,37,OK,1,65,65,True,2.7076,1,True,-0.01,3.167,
seq_020,4975,camera_3,53,L1_ghost,,,65,True,,0,False,,,
seq_020,4990,camera_1,28,L2_not_in_candidates,6,65,73,False,-2.5418,1,False,,,
seq_020,4995,camera_5,95,L1_ghost,,,65,True,,6,False,,,55
seq_020,5025,camera_5,96,L1_ghost,,,65,True,,4,False,,,65
seq_020,5040,camera_5,97,L1_ghost,,,65,True,,6,False,,,65
seq_020,5045,camera_5,98,OK,11,65,65,True,2.42,6,True,2.824,0.5,65
seq_020,5060,camera_5,99,L2_not_in_candidates,6,73,65,True,2.42,6,False,,,65
seq_020,5080,camera_3,54,L2_not_in_candidates,3,70,65,True,3.1131,4,False,,,65
seq_020,5080,camera_5,100,OK,7,65,65,True,3.1131,8,True,3.316,0.333,65
seq_020,5085,camera_7,19,L2_not_in_candidates,15,72,74,False,-2.3995,1,True,0.183,3.167,
seq_020,5100,camera_3,55,OK,2,65,65,True,3.1131,4,True,0.26,3.0,
seq_020,5130,camera_2,38,OK,2,65,65,True,3.8063,2,True,-0.348,4.0,
seq_020,5140,camera_1,29,L2_not_in_candidates,2,65,75,False,-0.9147,0,False,,,
seq_020,5145,camera_5,101,OK,10,65,65,True,3.8063,6,True,0.733,2.5,
seq_020,5160,camera_3,56,OK,1,65,65,True,3.8063,3,True,-0.733,5.0,
seq_020,5170,camera_1,30,L2_not_in_candidates,1,65,76,False,-1.4528,1,False,,,73
seq_020,5175,camera_5,102,L1_ghost,,,65,True,,4,False,,,65
seq_020,5185,camera_2,39,OK,6,65,65,True,3.8063,2,True,-0.679,4.833,
seq_020,5215,camera_3,57,OK,4,65,65,True,3.8063,2,True,-0.567,4.667,
seq_020,5245,camera_7,20,L2_not_in_candidates,16,69,77,False,-2.4001,1,False,,,
seq_020,5250,camera_3,58,OK,7,65,65,True,3.8063,0,False,,,
seq_020,5255,camera_1,31,L1_ghost,,,78,False,,3,False,,,75
seq_020,5265,camera_3,59,L1_ghost,,,65,True,,0,False,,,
seq_020,5270,camera_3,60,L1_ghost,,,65,True,,0,False,,,
seq_020,5275,camera_1,32,L2_not_in_candidates,2,75,79,False,-3.1641,3,True,1.997,1.5,75
seq_020,5280,camera_2,40,OK,4,65,65,True,1.8603,1,True,0.017,3.5,
seq_020,5280,camera_5,103,L1_ghost,,,65,True,,6,False,,,
seq_020,5315,camera_4,31,OK,11,65,65,True,2.1968,0,False,,,
seq_020,5335,camera_1,33,L2_not_in_candidates,6,65,80,False,-1.4629,3,False,,,
seq_020,5355,camera_2,41,L2_not_in_candidates,1,76,65,True,3.8063,0,False,,,
seq_020,5365,camera_6,35,L3_not_top1,15,74,65,True,2.0145,0,False,,,
seq_020,5370,camera_5,104,L1_ghost,,,65,True,,2,False,,,
seq_020,5375,camera_6,36,L1_ghost,,,65,True,,0,False,,,
seq_020,5380,camera_4,32,OK,7,65,65,True,2.1968,0,False,,,
seq_020,5405,camera_6,37,L2_not_in_candidates,13,62,65,True,2.0145,1,False,,,65
seq_020,5410,camera_3,61,L1_ghost,,,65,True,,2,False,,,
seq_020,5420,camera_3,62,OK,3,65,65,True,3.1131,2,True,3.741,0.5,65
seq_020,5425,camera_3,63,OK,11,65,65,True,3.1131,2,True,1.283,0.667,
seq_020,5430,camera_2,42,OK,11,65,65,True,3.1131,1,True,1.155,1.333,
seq_020,5450,camera_6,38,L1_ghost,,,65,True,,0,False,,,
seq_020,5475,camera_6,39,L2_not_in_candidates,16,77,65,True,2.0145,1,False,,,65
seq_020,5480,camera_4,33,OK,10,65,65,True,2.0145,2,True,3.035,0.5,65
seq_020,5505,camera_2,43,OK,7,65,65,True,2.7076,2,True,1.793,1.333,
seq_020,5515,camera_1,34,L2_not_in_candidates,11,65,81,False,-1.9931,2,False,,,78
seq_020,5535,camera_3,64,OK,10,65,65,True,2.7076,3,True,-0.645,3.333,
seq_020,5535,camera_5,105,OK,15,65,65,True,2.7076,5,True,1.085,1.0,
seq_020,5560,camera_1,35,L1_ghost,,,82,False,,2,False,,,
seq_020,5560,camera_5,106,OK,13,65,65,True,2.7076,4,True,0.849,1.833,
seq_020,5595,camera_2,44,L2_not_in_candidates,9,61,65,True,3.1131,2,False,,,
seq_020,5605,camera_5,107,OK,16,65,65,True,3.1131,2,True,-0.503,3.333,
seq_020,5625,camera_4,34,OK,15,65,65,True,2.1968,1,True,-2.146,1.0,
seq_020,5640,camera_2,45,OK,3,65,65,True,3.1131,1,True,-0.151,3.833,
seq_020,5665,camera_4,35,OK,13,65,65,True,2.42,2,True,2.758,1.0,65
seq_020,5670,camera_2,46,OK,16,65,65,True,2.7076,3,True,2.763,1.0,65
seq_020,5695,camera_5,108,OK,12,65,65,True,3.8063,2,True,0.912,0.833,
seq_020,5695,camera_5,109,L1_ghost,,,65,True,,2,False,,,
seq_020,5700,camera_3,65,L2_not_in_candidates,11,81,65,True,2.7076,2,False,,,
seq_020,5700,camera_3,66,L1_ghost,,,65,True,,2,False,,,
seq_020,5700,camera_4,36,OK,16,65,65,True,2.0145,2,True,1.12,2.167,
seq_020,5745,camera_5,110,OK,15,65,65,True,2.42,2,True,1.947,0.5,
seq_020,5750,camera_5,111,L1_ghost,,,65,True,,2,False,,,65
seq_020,5785,camera_5,112,OK,7,65,65,True,2.7076,2,True,0.346,1.833,
seq_020,5790,camera_3,67,L1_ghost,,,65,True,,2,False,,,
