seq,fid,cam,tid,layer,want,actual,actual_outcome,E1_choice,E1_outcome,E1_want_score,E2_choice,E2_outcome,E2_want_score,E3_choice,E3_outcome,E3_want_score
seq_000,7145,camera_5,109,L3_not_top1,45,4,錯,4,錯,,4,錯,-0.991,4,錯,0.202
seq_000,7160,camera_5,110,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_000,7180,camera_2,36,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_000,7240,camera_4,25,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_000,7240,camera_5,111,L1_ghost,,4,錯,,開新,,4,錯,,4,錯,
seq_000,7260,camera_5,112,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_000,7265,camera_3,18,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_000,7320,camera_1,25,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_000,7350,camera_5,113,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_000,7430,camera_5,114,L1_ghost,,4,錯,,開新,,,開新,,4,錯,
seq_000,7455,camera_2,37,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_000,7455,camera_6,55,OK,4,4,對,4,對,3.054,4,對,1.86,4,對,3.054
seq_000,7470,camera_5,115,L1_ghost,,4,錯,,開新,,4,錯,,4,錯,
seq_000,7480,camera_5,116,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_000,7490,camera_5,117,L3_not_top1,51,4,錯,4,錯,,4,錯,-1.678,4,錯,-0.484
seq_000,7510,camera_2,38,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_000,7530,camera_2,39,OK,4,4,對,4,對,4.307,4,對,3.57,4,對,4.764
seq_000,7625,camera_4,26,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_000,7655,camera_5,118,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_000,7665,camera_6,56,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_000,7670,camera_6,57,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_000,7745,camera_2,40,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_000,7790,camera_2,41,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_000,7800,camera_1,26,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.418,,開新,-1.224
seq_000,7805,camera_3,19,L2_not_in_candidates,56,4,錯,4,錯,,4,錯,,4,錯,
seq_000,7985,camera_5,119,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_000,8005,camera_2,42,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_000,8025,camera_1,27,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.422,,開新,-1.228
seq_000,8035,camera_1,28,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_000,8045,camera_3,20,L2_not_in_candidates,57,4,錯,4,錯,,4,錯,,4,錯,
seq_000,8095,camera_3,21,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_000,8130,camera_6,58,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_000,8150,camera_6,59,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_000,8155,camera_1,29,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.416,,開新,-1.222
seq_000,8160,camera_5,120,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_000,8205,camera_4,27,OK,4,4,對,4,對,4.307,4,對,3.113,4,對,4.307
seq_000,8245,camera_2,43,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_000,8285,camera_1,30,L2_not_in_candidates,59,,開新,,開新,,,開新,0.762,59,對,1.956
seq_000,8285,camera_3,22,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_000,8315,camera_1,31,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_000,8330,camera_3,23,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_000,8355,camera_5,121,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_000,8420,camera_3,24,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_000,8435,camera_2,44,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_000,8435,camera_2,45,L2_not_in_candidates,60,4,錯,4,錯,,4,錯,,4,錯,
seq_000,8450,camera_1,32,L2_not_in_candidates,4,,開新,,開新,,61,錯,-2.485,61,錯,-1.291
seq_000,8465,camera_3,25,L2_not_in_candidates,62,4,錯,4,錯,,4,錯,,4,錯,
seq_000,8700,camera_3,26,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_000,8765,camera_2,46,OK,4,4,對,4,對,3.054,4,對,1.86,4,對,3.054
seq_000,8775,camera_2,47,OK,4,4,對,4,對,3.208,4,對,2.014,4,對,3.208
seq_000,8835,camera_1,33,L2_not_in_candidates,4,,開新,,開新,,56,錯,-2.887,56,錯,-1.694
seq_000,8835,camera_2,48,L1_ghost,,4,錯,,開新,,,開新,,4,錯,
seq_000,8870,camera_2,49,OK,4,4,對,4,對,3.208,4,對,2.284,4,對,3.478
seq_000,8880,camera_2,50,L1_ghost,,4,錯,,開新,,,開新,,4,錯,
seq_001,0,camera_1,0,L0_first,,,開新,,開新,,,開新,,,開新,
seq_001,0,camera_2,0,L0_first,,,開新,,開新,,,開新,,,開新,
seq_001,0,camera_2,1,L0_first,,,開新,,開新,,,開新,,,開新,
seq_001,0,camera_2,2,L0_first,,,開新,,開新,,,開新,,,開新,
seq_001,0,camera_3,0,L3_not_top1,2,4,錯,4,錯,,4,錯,,4,錯,
seq_001,0,camera_3,1,L0_first,,4,錯,4,錯,,4,錯,,4,錯,
seq_001,0,camera_3,2,L0_first,,4,錯,4,錯,,4,錯,,4,錯,
seq_001,0,camera_3,3,L2_not_in_candidates,1,4,錯,4,錯,,4,錯,,4,錯,
seq_001,0,camera_3,4,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_001,0,camera_4,0,L0_first,,4,錯,4,錯,,4,錯,,4,錯,
seq_001,0,camera_4,1,L0_first,,4,錯,4,錯,,4,錯,,4,錯,
seq_001,10,camera_1,1,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_001,185,camera_3,5,L0_first,,4,錯,4,錯,,4,錯,,4,錯,
seq_001,190,camera_3,6,L3_not_top1,3,4,錯,4,錯,,4,錯,,4,錯,
seq_001,495,camera_4,2,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_001,1030,camera_2,3,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_001,1300,camera_3,7,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_001,1565,camera_3,8,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_001,1640,camera_3,9,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_001,1725,camera_4,3,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_001,1745,camera_1,2,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_001,1965,camera_3,10,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_001,1980,camera_3,11,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_001,2145,camera_2,4,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_001,2520,camera_3,12,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_001,2620,camera_1,3,L2_not_in_candidates,4,,開新,,開新,,,開新,-4.648,,開新,-3.454
seq_001,2705,camera_4,4,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_001,2705,camera_4,5,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_001,2835,camera_3,13,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_001,2915,camera_4,6,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_001,3235,camera_1,4,L2_not_in_candidates,7,,開新,,開新,,,開新,,,開新,
seq_001,3335,camera_4,7,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_001,3350,camera_3,14,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_001,3540,camera_5,0,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_001,3550,camera_4,8,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_001,3575,camera_3,15,OK,4,4,對,4,對,5.0,4,對,3.806,4,對,5.0
seq_001,3600,camera_3,16,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_001,3840,camera_3,17,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_001,3860,camera_4,9,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_001,3865,camera_2,5,OK,4,4,對,4,對,3.614,4,對,2.42,4,對,3.614
seq_002,0,camera_2,0,L0_first,,,開新,,開新,,,開新,,,開新,
seq_002,0,camera_2,1,L0_first,,,開新,,開新,,,開新,,,開新,
seq_002,0,camera_2,2,L0_first,,,開新,,開新,,,開新,,,開新,
seq_002,0,camera_2,3,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_002,0,camera_3,0,L3_not_top1,2,4,錯,4,錯,,4,錯,,4,錯,
seq_002,0,camera_3,1,L3_not_top1,1,4,錯,4,錯,,4,錯,,4,錯,
seq_002,0,camera_3,2,L0_first,,4,錯,4,錯,,4,錯,,4,錯,
seq_002,0,camera_3,3,L0_first,,4,錯,4,錯,,4,錯,,4,錯,
seq_002,0,camera_3,4,L0_first,,4,錯,4,錯,,4,錯,,4,錯,
seq_002,0,camera_3,5,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_002,0,camera_4,0,L0_first,,4,錯,4,錯,,4,錯,,4,錯,
seq_002,0,camera_4,1,L0_first,,4,錯,4,錯,,4,錯,,4,錯,
seq_002,10,camera_3,6,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_002,10,camera_3,7,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_002,220,camera_4,2,OK,4,4,對,4,對,3.614,4,對,2.42,4,對,3.614
seq_002,245,camera_3,8,L0_first,,4,錯,4,錯,,4,錯,,4,錯,
seq_002,320,camera_3,9,OK,4,4,對,4,對,3.901,4,對,2.708,4,對,3.901
seq_002,350,camera_3,10,L1_ghost,,4,錯,,開新,,4,錯,,4,錯,
seq_002,380,camera_1,0,L2_not_in_candidates,4,,開新,,開新,,,開新,-2.427,,開新,-1.233
seq_002,450,camera_4,3,L1_ghost,,3,錯,,開新,,,開新,,,開新,
seq_002,510,camera_4,4,L3_not_top1,4,3,錯,3,錯,,3,錯,3.228,3,錯,4.422
seq_002,550,camera_3,11,L3_not_top1,4,3,錯,3,錯,,3,錯,-2.184,3,錯,-0.99
seq_002,590,camera_3,12,L1_ghost,,3,錯,,開新,,,開新,,4,錯,
seq_002,625,camera_3,13,L1_ghost,,3,錯,,開新,,,開新,,,開新,
seq_002,715,camera_4,5,OK,3,3,對,3,對,3.901,3,對,2.708,3,對,3.901
seq_002,765,camera_3,14,L1_ghost,,3,錯,,開新,,,開新,,,開新,
seq_002,870,camera_3,15,L1_ghost,,3,錯,,開新,,,開新,,,開新,
seq_002,875,camera_3,16,L2_not_in_candidates,5,3,錯,3,錯,,3,錯,,3,錯,
seq_002,940,camera_4,6,OK,3,3,對,3,對,3.901,3,對,2.708,3,對,3.901
seq_002,1030,camera_4,7,L3_not_top1,4,3,錯,3,錯,,3,錯,-3.577,3,錯,-2.383
seq_002,1035,camera_4,8,L1_ghost,,3,錯,,開新,,,開新,,,開新,
seq_002,1055,camera_2,4,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_002,1210,camera_3,17,L3_not_top1,3,4,錯,4,錯,,4,錯,-2.433,4,錯,-1.239
seq_002,1235,camera_3,18,L1_ghost,,4,錯,,開新,,4,錯,,4,錯,
seq_002,1295,camera_4,9,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_002,1405,camera_2,5,OK,4,4,對,4,對,3.614,4,對,2.42,4,對,3.614
seq_002,1490,camera_3,19,L1_ghost,,4,錯,,開新,,,開新,,,開新,
seq_002,1610,camera_2,6,L3_not_top1,4,3,錯,3,錯,,3,錯,-0.984,3,錯,0.21
seq_002,1635,camera_1,1,L2_not_in_candidates,3,,開新,,開新,,5,錯,-3.496,5,錯,-2.302
seq_002,1650,camera_4,10,L1_ghost,,3,錯,,開新,,,開新,,,開新,
seq_002,1680,camera_4,11,OK,3,3,對,3,對,3.614,3,對,2.42,3,對,3.614
seq_002,1715,camera_3,20,L1_ghost,,3,錯,,開新,,,開新,,,開新,
seq_002,1765,camera_4,12,L3_not_top1,4,3,錯,3,錯,,3,錯,-2.442,3,錯,-1.248
seq_002,1780,camera_3,21,OK,3,3,對,3,對,3.614,3,對,2.42,3,對,3.614
seq_002,1835,camera_2,7,OK,3,3,對,3,對,3.614,3,對,2.42,3,對,3.614
seq_002,1855,camera_1,2,L2_not_in_candidates,3,,開新,,開新,,,開新,-2.422,,開新,-1.228
seq_002,1865,camera_3,22,OK,3,3,對,3,對,3.901,3,對,2.708,3,對,3.901
seq_002,1945,camera_2,8,L2_not_in_candidates,7,3,錯,3,錯,,3,錯,-2.492,3,錯,-1.298
seq_002,2070,camera_1,3,L3_not_top1,6,,開新,,開新,,,開新,-5.315,,開新,-4.122
seq_002,2080,camera_1,4,L2_not_in_candidates,3,,開新,,開新,,,開新,-2.642,,開新,-1.448
seq_002,2130,camera_4,13,L2_not_in_candidates,9,3,錯,3,錯,,3,錯,,3,錯,
seq_002,2140,camera_3,23,L1_ghost,,3,錯,,開新,,,開新,,,開新,
seq_002,2200,camera_3,24,L2_not_in_candidates,4,3,錯,3,錯,,3,錯,2.186,3,錯,3.38
seq_002,2235,camera_3,25,L1_ghost,,3,錯,,開新,,,開新,,4,錯,
seq_002,2250,camera_4,14,L1_ghost,,3,錯,,開新,,,開新,,,開新,
seq_002,2315,camera_4,15,OK,3,3,對,3,對,3.901,3,對,2.708,3,對,3.901
seq_002,2340,camera_3,26,OK,3,3,對,3,對,3.901,3,對,2.708,3,對,3.901
seq_002,2385,camera_3,27,OK,3,3,對,3,對,3.901,3,對,2.708,3,對,3.901
seq_002,2535,camera_4,16,L1_ghost,,3,錯,,開新,,,開新,,,開新,
seq_002,2545,camera_4,17,L1_ghost,,3,錯,,開新,,,開新,,,開新,
seq_002,2655,camera_3,28,OK,3,3,對,3,對,3.901,3,對,3.93,3,對,5.124
seq_002,2660,camera_4,18,OK,3,3,對,3,對,3.901,3,對,2.708,3,對,3.901
seq_002,2690,camera_4,19,OK,3,3,對,3,對,3.901,3,對,2.708,3,對,3.901
seq_002,2860,camera_3,29,OK,3,3,對,3,對,3.901,3,對,2.708,3,對,3.901
seq_002,2965,camera_4,20,OK,3,3,對,3,對,3.901,3,對,2.708,3,對,3.901
seq_002,2980,camera_4,21,OK,3,3,對,3,對,3.901,3,對,2.708,3,對,3.901
seq_002,2990,camera_4,22,L1_ghost,,3,錯,,開新,,,開新,,,開新,
seq_002,2995,camera_3,30,OK,3,3,對,3,對,3.901,3,對,2.708,3,對,3.901
seq_002,3135,camera_3,31,OK,3,3,對,3,對,3.901,3,對,2.708,3,對,3.901
seq_002,3305,camera_1,5,L1_ghost,,,開新,,開新,,,開新,,,開新,
seq_002,3305,camera_3,32,OK,3,3,對,3,對,4.307,3,對,4.128,3,對,5.322
seq_002,3330,camera_3,33,OK,3,3,對,3,對,4.307,3,對,3.113,3,對,4.307
